"deviceid","imei","devicetime","servertime","retardo","lat","lon","satelites","ignicion","bateria","alimentacion","operador","cellId","rssi_celular"
1077,351580051706832,1634849108,1634849116,8,-32.8966166,-71.2470816,17,0,9.965,28.150,73002,2485484,5
1077,351580051706832,1634849111,1634849116,5,-32.8965100,-71.2474300,17,0,9.954,28.155,73002,2485487,5
1077,351580051706832,1634849119,1634849130,11,-32.8962233,-71.2484333,17,0,9.968,28.154,73002,2485487,5
1077,351580051706832,1634849121,1634849130,9,-32.8961716,-71.2486183,17,0,9.959,28.100,73002,2485487,5
1077,351580051706832,1634849122,1634849130,8,-32.8961516,-71.2486866,17,0,9.967,28.012,73002,2485484,5
1077,351580051706832,1634849123,1634849130,7,-32.8961383,-71.2487366,17,0,9.968,27.931,73002,2485484,5
1077,351580051706832,1634849124,1634849130,6,-32.8961283,-71.2487699,16,0,9.963,28.040,73002,2485484,5
1077,351580051706832,1634849125,1634849130,5,-32.8961216,-71.2487883,17,0,9.961,28.040,73002,2485484,5
1077,351580051706832,1634849128,1634849134,6,-32.8961066,-71.2488300,17,0,9.959,28.139,73002,2485484,5
1077,351580051706832,1634849130,1634849134,4,-32.8960866,-71.2489016,17,0,9.964,28.216,73002,2485484,5
1077,351580051706832,1634849133,1634849138,5,-32.8960350,-71.2490733,17,0,9.960,28.141,73002,2485484,5
1077,351580051706832,1634849135,1634849138,3,-32.8959933,-71.2492150,17,0,9.959,28.130,73002,2485484,5
1077,351580051706832,1634849137,1634849144,7,-32.8959400,-71.2493933,17,0,9.969,28.128,73002,2485484,5
1077,351580051706832,1634849141,1634849148,7,-32.8958250,-71.2498033,17,0,9.970,28.153,73002,2485484,5
1077,351580051706832,1634849144,1634849148,4,-32.8957366,-71.2501200,17,0,9.962,28.062,73002,2485484,5
1077,351580051706832,1634849149,1634849155,6,-32.8955866,-71.2506333,17,0,9.961,28.161,73002,2485484,5
1077,351580051706832,1634849153,1634849161,8,-32.8954650,-71.2510666,17,0,9.964,28.131,73002,2485484,5
1077,351580051706832,1634849154,1634849161,7,-32.8954383,-71.2511583,17,0,9.962,28.095,73002,2485484,5
1077,351580051706832,1634849156,1634849161,5,-32.8953966,-71.2513050,17,0,9.960,28.163,73002,2485484,5
1077,351580051706832,1634849162,1634849166,4,-32.8952750,-71.2517500,17,0,9.967,28.154,73002,2485484,5
1077,351580051706832,1634849169,1634849178,9,-32.8950550,-71.2523550,17,0,9.961,28.077,73002,2485487,5
1077,351580051706832,1634849171,1634849178,7,-32.8949733,-71.2524266,17,0,9.958,28.133,73002,2485488,5
1077,351580051706832,1634849173,1634849178,5,-32.8949016,-71.2524550,17,0,9.960,27.936,73002,2485488,5
1077,351580051706832,1634849175,1634849178,3,-32.8948683,-71.2524650,16,0,9.961,28.109,73002,2485488,5
1077,351580051706832,1634849188,1634849197,9,-32.8947700,-71.2524666,17,0,9.961,28.155,73002,2485485,5
1077,351580051706832,1634849194,1634849201,7,-32.8945099,-71.2524900,17,0,9.961,28.091,73002,2485485,5
1077,351580051706832,1634849196,1634849201,5,-32.8944733,-71.2525533,17,0,9.964,28.124,73002,2485485,5
1077,351580051706832,1634849199,1634849206,7,-32.8944733,-71.2526916,17,0,9.967,28.114,73002,2485485,5
1077,351580051706832,1634849205,1634849210,5,-32.8944550,-71.2530483,17,0,9.962,27.895,73002,2485485,5
1077,351580051706832,1634849207,1634849210,3,-32.8944050,-71.2531033,17,0,9.961,28.122,73002,2485485,5
1077,351580051706832,1634849210,1634849214,4,-32.8942883,-71.2531083,16,0,9.962,28.150,73002,2485485,5
1077,351580051706832,1634849214,1634849218,4,-32.8940583,-71.2530633,17,0,9.962,28.127,73002,2485485,5
1077,351580051706832,1634849216,1634849222,6,-32.8939183,-71.2530466,17,0,9.962,28.154,73002,2485485,5
1077,351580051706832,1634849222,1634849227,5,-32.8934166,-71.2530050,17,0,9.959,28.133,73002,2485485,5
1077,351580051706832,1634849235,1634849240,5,-32.8922433,-71.2529116,17,0,9.963,28.096,73002,2485486,5
1077,351580051706832,1634849239,1634849244,5,-32.8919916,-71.2528866,17,0,9.959,28.114,73002,2485486,5
1077,351580051706832,1634849241,1634849244,3,-32.8919100,-71.2528800,17,0,9.961,27.945,73002,2485486,5
1077,351580051706832,1634849243,1634849251,8,-32.8918616,-71.2528766,17,0,9.958,28.002,73002,2485486,5
1077,351580051706832,1634849245,1634849251,6,-32.8918416,-71.2528750,17,0,9.962,28.056,73002,2485486,5
1077,351580051706832,1634849290,1634849298,8,-32.8918016,-71.2528883,17,0,9.960,28.106,73002,2485483,5
1077,351580051706832,1634849293,1634849298,5,-32.8916050,-71.2529016,17,0,9.957,28.096,73002,2438800,5
1077,351580051706832,1634849297,1634849302,5,-32.8914033,-71.2528899,17,0,9.960,28.074,73002,2438800,5
1077,351580051706832,1634849299,1634849302,3,-32.8912416,-71.2528783,17,0,9.958,28.139,73002,2438800,5
1077,351580051706832,1634849322,1634849328,6,-32.8893150,-71.2527650,17,0,9.958,28.086,73002,2485483,4
1077,351580051706832,1634849334,1634849345,11,-32.8884683,-71.2527099,17,0,9.960,28.117,73002,2485483,4
1077,351580051706832,1634849347,1634849352,5,-32.8876283,-71.2526483,17,0,9.960,28.158,73002,2435225,5
1077,351580051706832,1634849358,1634849364,6,-32.8867583,-71.2525866,16,0,9.964,28.122,73002,2453670,5
1077,351580051706832,1634849367,1634849376,9,-32.8859733,-71.2525450,17,0,9.957,28.116,73002,2453670,5
1077,351580051706832,1634849370,1634849376,6,-32.8857550,-71.2525299,17,0,9.958,28.128,73002,2453673,5
1077,351580051706832,1634849375,1634849382,7,-32.8854566,-71.2525016,17,0,9.958,28.070,73002,2453673,5
1077,351580051706832,1634849378,1634849387,9,-32.8853183,-71.2524849,17,0,9.960,28.127,73002,2453673,5
1077,351580051706832,1634849386,1634849391,5,-32.8850016,-71.2524316,17,0,9.959,28.089,73002,2453673,5
1077,351580051706832,1634849388,1634849391,3,-32.8849583,-71.2524416,17,0,9.951,27.968,73002,2453673,5
1077,351580051706832,1634849391,1634849395,4,-32.8849383,-71.2524816,17,0,9.959,27.868,73002,2453673,5
1077,351580051706832,1634849406,1634849413,7,-32.8849150,-71.2526516,17,0,9.958,28.105,73002,2453670,5
1077,351580051706832,1634849408,1634849413,5,-32.8849166,-71.2526966,17,0,9.956,28.137,73002,2453670,5
1077,351580051706832,1634849411,1634849417,6,-32.8849116,-71.2528283,17,0,9.961,28.125,73002,2453670,5
1077,351580051706832,1634849413,1634849417,4,-32.8849083,-71.2529700,17,0,9.960,28.068,73002,2453670,5
1077,351580051706832,1634849415,1634849422,7,-32.8849083,-71.2531366,17,0,9.954,27.996,73002,2453670,5
1077,351580051706832,1634849417,1634849422,5,-32.8849083,-71.2533450,15,0,9.958,28.095,73002,2453670,5
1077,351580051706832,1634849423,1634849427,4,-32.8849083,-71.2540050,15,0,9.958,28.084,73002,2453670,5
1077,351580051706832,1634849427,1634849433,6,-32.8849100,-71.2544733,15,0,9.957,28.078,73002,2453670,5
1077,351580051706832,1634849430,1634849439,9,-32.8849166,-71.2547433,15,0,9.956,28.004,73002,2453670,5
1077,351580051706832,1634849431,1634849439,8,-32.8849166,-71.2548016,15,0,9.960,27.687,73002,2453670,5
1077,351580051706832,1634849432,1634849439,7,-32.8849183,-71.2548433,15,0,9.960,28.057,73002,2453670,5
1077,351580051706832,1634849433,1634849439,6,-32.8849150,-71.2548700,15,0,9.959,28.022,73002,2453670,5
1077,351580051706832,1634849456,1634849463,7,-32.8849150,-71.2549166,16,0,9.957,28.059,73002,2441890,5
1077,351580051706832,1634849460,1634849470,10,-32.8849166,-71.2550300,15,0,9.961,28.082,73002,2441890,5
1077,351580051706832,1634849464,1634849470,6,-32.8849116,-71.2552150,15,0,9.960,27.978,73002,2441890,5
1077,351580051706832,1634849470,1634849480,10,-32.8848916,-71.2555166,15,0,9.950,27.919,73002,2441890,5
1077,351580051706832,1634849473,1634849494,21,-32.8848883,-71.2555900,15,0,9.959,28.020,73002,2441890,5
1077,351580051706832,1634849477,1634849494,17,-32.8848866,-71.2556966,16,0,9.952,28.087,73002,2441890,5
1077,351580051706832,1634849480,1634849494,14,-32.8848883,-71.2558216,16,0,9.952,28.077,73002,2441890,5
1077,351580051706832,1634849498,1634849512,14,-32.8848633,-71.2568783,16,0,9.950,28.120,73002,2438799,5
1077,351580051706832,1634849509,1634849521,12,-32.8848350,-71.2576450,16,0,9.957,28.083,73002,2453670,5
1077,351580051706832,1634849514,1634849521,7,-32.8848266,-71.2580033,16,0,9.957,28.102,73002,2453670,5
1077,351580051706832,1634849518,1634849526,8,-32.8848133,-71.2582333,16,0,9.954,27.739,73002,2438799,5
1077,351580051706832,1634849520,1634849526,6,-32.8848083,-71.2583033,16,0,9.952,28.122,73002,2438799,5
1077,351580051706832,1634849522,1634849526,4,-32.8848016,-71.2583266,16,0,9.959,28.106,73002,2438799,5
1077,351580051706832,1634849585,1634849595,10,-32.8848083,-71.2583816,15,0,9.954,28.101,73002,2438799,5
1077,351580051706832,1634849591,1634849599,8,-32.8848083,-71.2586000,15,0,9.954,28.085,73002,2441890,5
1077,351580051706832,1634849593,1634849599,6,-32.8848550,-71.2586433,15,0,9.951,28.101,73002,2441890,5
1077,351580051706832,1634849597,1634849604,7,-32.8850050,-71.2586766,15,0,9.954,28.027,73002,2441890,5
1077,351580051706832,1634849601,1634849612,11,-32.8852216,-71.2587549,15,0,9.954,28.125,73002,2441890,5
1077,351580051706832,1634849603,1634849612,9,-32.8853650,-71.2588083,15,0,9.955,28.086,73002,2441890,5
1077,351580051706832,1634849608,1634849618,10,-32.8857533,-71.2589550,15,0,9.951,28.028,73002,2441890,5
1077,351580051706832,1634849608,1634849762,154,-32.8857533,-71.2589550,15,0,9.951,28.028,73002,2441890,5
1077,351580051706832,1634849612,1634849618,6,-32.8859950,-71.2589083,16,0,9.950,28.007,73002,2441890,5
1077,351580051706832,1634849612,1634849762,150,-32.8859950,-71.2589083,16,0,9.950,28.007,73002,2441890,5
1077,351580051706832,1634849613,1634849762,149,-32.8860316,-71.2588899,16,0,9.961,27.442,73002,2441890,5
1077,351580051706832,1634849615,1634849762,147,-32.8860766,-71.2588733,16,0,9.948,28.011,73002,2441890,5
1077,351580051706832,1634849616,1634849762,146,-32.8860833,-71.2588733,16,0,9.952,28.051,73002,2441890,5
1077,351580051706832,1634849620,1634849762,142,-32.8861083,-71.2588666,16,0,9.956,28.106,73002,2441890,5
1077,351580051706832,1634849621,1634849767,146,-32.8861383,-71.2588666,16,0,9.954,28.077,73002,2441890,5
1077,351580051706832,1634849622,1634849767,145,-32.8861800,-71.2588816,16,0,9.955,28.087,73002,2441890,5
1077,351580051706832,1634849626,1634849767,141,-32.8863866,-71.2590000,15,0,9.955,28.090,73002,221681,5
1077,351580051706832,1634849630,1634849767,137,-32.8866183,-71.2591283,16,0,9.952,27.821,73002,221681,5
1077,351580051706832,1634849636,1634849767,131,-32.8868283,-71.2592566,16,0,9.950,28.128,73002,221684,5
1077,351580051706832,1634849638,1634849767,129,-32.8869300,-71.2593266,16,0,9.952,28.108,73002,221684,5
1077,351580051706832,1634849640,1634849774,134,-32.8870549,-71.2594200,16,0,9.951,28.094,73002,221684,5
1077,351580051706832,1634849645,1634849774,129,-32.8874316,-71.2597150,16,0,9.940,28.113,73003,221684,3
1077,351580051706832,1634849649,1634849774,125,-32.8877633,-71.2599733,16,0,9.956,28.116,73003,221684,3
1077,351580051706832,1634849651,1634849774,123,-32.8879000,-71.2600650,16,0,9.956,28.117,73003,221684,3
1077,351580051706832,1634849652,1634849774,122,-32.8879566,-71.2600983,16,0,9.951,28.025,73003,221684,3
1077,351580051706832,1634849653,1634849774,121,-32.8880033,-71.2601183,16,0,9.952,27.973,73003,221684,3
1077,351580051706832,1634849655,1634849779,124,-32.8880583,-71.2601400,16,0,9.949,28.101,73003,221684,3
1077,351580051706832,1634849656,1634849779,123,-32.8880633,-71.2601383,16,0,9.953,28.058,73003,221684,3
1077,351580051706832,1634849673,1634849779,106,-32.8881016,-71.2601466,16,0,9.958,28.126,73003,221684,4
1077,351580051706832,1634849675,1634849779,104,-32.8881433,-71.2601783,16,0,9.952,28.122,73003,221684,4
1077,351580051706832,1634849683,1634849779,96,-32.8883850,-71.2603483,16,0,9.948,28.108,73003,221684,4
1077,351580051706832,1634849687,1634849779,92,-32.8885800,-71.2604816,16,0,9.949,28.123,73003,221684,4
1077,351580051706832,1634849689,1634849783,94,-32.8887150,-71.2605683,16,0,9.950,28.114,73003,221684,4
1077,351580051706832,1634849693,1634849783,90,-32.8890366,-71.2607600,16,0,9.955,28.122,73003,221684,4
1077,351580051706832,1634849697,1634849783,86,-32.8893783,-71.2609616,16,0,9.945,28.132,73003,221684,4
1077,351580051706832,1634849700,1634849783,83,-32.8895866,-71.2610783,15,0,9.954,28.131,73003,221684,4
1077,351580051706832,1634849710,1634849783,73,-32.8902516,-71.2614650,16,0,9.945,28.077,73003,221684,2
1077,351580051706832,1634849714,1634849783,69,-32.8904333,-71.2615816,16,0,9.949,28.068,73003,221684,2
1077,351580051706832,1634849716,1634849786,70,-32.8904916,-71.2616199,16,0,9.947,28.116,73003,221684,2
1077,351580051706832,1634849720,1634849786,66,-32.8905850,-71.2616916,16,0,9.945,28.067,73003,221684,2
1077,351580051706832,1634849722,1634849786,64,-32.8906700,-71.2617500,16,0,9.947,28.122,73003,221684,2
1077,351580051706832,1634849725,1634849786,61,-32.8908250,-71.2618449,16,0,9.948,28.125,73003,221684,2
1077,351580051706832,1634849733,1634849786,53,-32.8912866,-71.2621400,16,0,9.950,28.094,73003,221684,3
1077,351580051706832,1634849734,1634849786,52,-32.8913233,-71.2621666,16,0,9.951,28.015,73003,221684,3
1077,351580051706832,1634849740,1634849793,53,-32.8915000,-71.2622866,16,0,9.950,28.120,73003,221684,3
1077,351580051706832,1634849743,1634849793,50,-32.8916566,-71.2623933,15,0,9.954,28.129,73003,221684,3
1077,351580051706832,1634849745,1634849793,48,-32.8917966,-71.2624850,15,0,9.945,28.145,73003,221684,3
1077,351580051706832,1634849749,1634849793,44,-32.8921316,-71.2626916,15,0,9.947,28.105,73003,221684,3
1077,351580051706832,1634849764,1634849793,29,-32.8935266,-71.2635766,15,0,9.950,28.076,73003,221669,4
1077,351580051706832,1634849770,1634849793,23,-32.8939850,-71.2637133,15,0,9.951,28.138,73003,221669,4
1077,351580051706832,1634849788,1634849797,9,-32.8956900,-71.2644483,16,0,9.946,28.092,73003,221674,4
1077,351580051706832,1634849789,1634849797,8,-32.8957666,-71.2644833,16,0,9.951,28.126,73003,221674,4
1077,351580051706832,1634849791,1634849797,6,-32.8958850,-71.2645350,15,0,9.950,27.942,73003,221674,4
1077,351580051706832,1634849793,1634849797,4,-32.8959700,-71.2645700,16,0,9.950,27.976,73003,221674,3
1077,351580051706832,1634849794,1634849797,3,-32.8959933,-71.2645783,16,0,9.949,27.956,73003,221674,3
1077,351580051706832,1634849795,1634849808,13,-32.8960033,-71.2645816,16,0,9.946,27.993,73003,221674,3
1077,351580051706832,1634849817,1634849828,11,-32.8960250,-71.2645766,16,0,9.949,28.107,73003,221674,3
1077,351580051706832,1634849819,1634849828,9,-32.8960783,-71.2646000,16,0,9.950,28.092,73003,221674,3
1077,351580051706832,1634849824,1634849833,9,-32.8962383,-71.2646583,16,0,9.946,28.003,73003,221744,3
1077,351580051706832,1634849825,1634849833,8,-32.8962516,-71.2646616,16,0,9.947,28.113,73003,221811,3
1077,351580051706832,1634849839,1634849848,9,-32.8962983,-71.2646616,16,0,9.950,28.095,73003,254954,3
1077,351580051706832,1634849843,1634849854,11,-32.8963916,-71.2646683,16,0,9.952,28.075,73003,254954,3
1077,351580051706832,1634849847,1634849854,7,-32.8965233,-71.2646183,16,0,9.954,28.090,73003,254954,3
1077,351580051706832,1634849854,1634849866,12,-32.8967266,-71.2642633,17,0,9.949,28.070,73003,254954,4
1077,351580051706832,1634849863,1634849875,12,-32.8966150,-71.2636366,16,0,9.942,28.085,73003,256714,4
1077,351580051706832,1634849866,1634849875,9,-32.8965666,-71.2634033,17,0,9.951,28.080,73003,256714,4
1077,351580051706832,1634849868,1634849875,7,-32.8965650,-71.2632916,17,0,9.952,27.968,73003,256714,4
1077,351580051706832,1634849870,1634849875,5,-32.8965650,-71.2632200,17,0,9.945,28.027,73003,256714,4
1077,351580051706832,1634849872,1634849882,10,-32.8965633,-71.2631900,17,0,9.945,28.095,73003,256714,4
1077,351580051706832,1634849894,1634849905,11,-32.8965633,-71.2631533,17,0,9.949,28.108,73003,256714,5
1077,351580051706832,1634849896,1634849905,9,-32.8965466,-71.2631066,17,0,9.945,28.070,73003,256714,5
1077,351580051706832,1634849898,1634849905,7,-32.8965216,-71.2630150,16,0,9.953,28.080,73003,256714,5
1077,351580051706832,1634849902,1634849919,17,-32.8964916,-71.2627433,17,0,9.952,28.090,73003,256714,5
1077,351580051706832,1634849904,1634849919,15,-32.8964733,-71.2625616,17,0,9.946,28.063,73003,256714,5
1077,351580051706832,1634849908,1634849919,11,-32.8964233,-71.2621400,17,0,9.946,28.126,73003,256714,5
1077,351580051706832,1634849915,1634849926,11,-32.8963250,-71.2613566,17,0,9.948,28.094,73003,256714,5
1077,351580051706832,1634849917,1634849926,9,-32.8962999,-71.2611833,17,0,9.955,27.936,73003,256714,5
1077,351580051706832,1634849919,1634849926,7,-32.8962833,-71.2610650,17,0,9.947,28.016,73003,256714,5
1077,351580051706832,1634849920,1634849933,13,-32.8962800,-71.2610333,17,0,9.948,28.040,73003,256714,5
1077,351580051706832,1634849921,1634849933,12,-32.8962783,-71.2610183,17,0,9.949,27.998,73003,256714,5
1077,351580051706832,1634849951,1634849959,8,-32.8962833,-71.2609766,17,0,9.948,28.080,73003,256714,5
1077,351580051706832,1634849952,1634849959,7,-32.8962783,-71.2609433,17,0,9.946,28.076,73003,256714,5
1077,351580051706832,1634849954,1634849959,5,-32.8962616,-71.2608433,17,0,9.944,28.117,73003,256714,5
1077,351580051706832,1634849958,1634849964,6,-32.8962300,-71.2605766,17,0,9.946,28.088,73003,256714,5
1077,351580051706832,1634849960,1634849964,4,-32.8962033,-71.2603966,16,0,9.952,28.060,73003,256714,5
1077,351580051706832,1634849964,1634849971,7,-32.8961400,-71.2599716,17,0,9.955,28.099,73003,256714,5
1077,351580051706832,1634849975,1634849986,11,-32.8959683,-71.2586266,17,0,9.943,28.085,73003,221672,5
1077,351580051706832,1634849983,1634849994,11,-32.8958183,-71.2575550,17,0,9.945,28.018,73003,221672,5
1077,351580051706832,1634849985,1634849994,9,-32.8957916,-71.2573583,17,0,9.944,28.123,73003,221672,5
1077,351580051706832,1634849988,1634849994,6,-32.8957483,-71.2570516,17,0,9.942,28.087,73003,221672,5
1077,351580051706832,1634849992,1634850004,12,-32.8956883,-71.2565933,17,0,9.946,28.088,73003,221672,5
1077,351580051706832,1634849993,1634850004,11,-32.8956766,-71.2565116,17,0,9.945,28.065,73003,221672,5
1077,351580051706832,1634849995,1634850004,9,-32.8956616,-71.2564000,17,0,9.942,28.062,73003,221672,5
1077,351580051706832,1634849996,1634850011,15,-32.8956550,-71.2563716,17,0,9.948,27.928,73003,221672,5
1077,351580051706832,1634849997,1634850011,14,-32.8956533,-71.2563600,17,0,9.950,27.899,73003,221672,5
1077,351580051706832,1634850003,1634850011,8,-32.8956350,-71.2563283,17,0,9.945,28.101,73003,256712,5
1077,351580051706832,1634850004,1634850011,7,-32.8956283,-71.2562916,17,0,9.945,28.069,73003,256712,5
1077,351580051706832,1634850006,1634850026,20,-32.8956116,-71.2561883,17,0,9.943,28.071,73003,256712,5
1077,351580051706832,1634850010,1634850026,16,-32.8955650,-71.2559183,17,0,9.950,28.081,73003,256712,5
1077,351580051706832,1634850012,1634850026,14,-32.8955316,-71.2557316,17,0,9.939,28.074,73003,256712,5
1077,351580051706832,1634850020,1634850037,17,-32.8954100,-71.2548933,16,0,9.949,28.094,73003,256712,5
1077,351580051706832,1634850022,1634850037,15,-32.8953883,-71.2547316,16,0,9.942,28.037,73003,256712,5
1077,351580051706832,1634850024,1634850037,13,-32.8953766,-71.2546116,16,0,9.949,27.713,73003,256712,5
1077,351580051706832,1634850025,1634850037,12,-32.8953683,-71.2545733,16,0,9.951,27.975,73003,256712,5
1077,351580051706832,1634850026,1634850037,11,-32.8953633,-71.2545516,16,0,9.951,28.005,73003,256712,5
1077,351580051706832,1634850044,1634850050,6,-32.8953616,-71.2545133,16,0,9.946,28.063,73003,221673,5
