"deviceid","imei","devicetime","servertime","retardo","lat","lon","satelites","ignicion","bateria","alimentacion","operador","cellId","rssi_celular"
1077,351580051706832,1634816263,1634816268,5,-32.6646283,-71.1366866,15,0,9.879,28.290,73002,2451240,4
1077,351580051706832,1634816278,1634816287,9,-32.6637083,-71.1375000,15,0,9.881,28.307,73002,2451240,4
1077,351580051706832,1634816287,1634816291,4,-32.6630300,-71.1377150,15,0,9.877,28.280,73002,2451240,5
1077,351580051706832,1634816291,1634816295,4,-32.6627633,-71.1375616,15,0,9.874,28.288,73002,2451240,5
1077,351580051706832,1634816295,1634816300,5,-32.6626233,-71.1372350,14,0,9.874,28.277,73002,2451240,5
1077,351580051706832,1634816302,1634816316,14,-32.6626966,-71.1365916,15,0,9.878,28.293,73002,2451240,5
1077,351580051706832,1634816311,1634816321,10,-32.6630300,-71.1359566,16,0,9.876,28.296,73002,2451240,5
1077,351580051706832,1634816332,1634816339,7,-32.6637400,-71.1341366,15,0,9.874,28.275,73002,2451240,2
1077,351580051706832,1634816356,1634816364,8,-32.6635149,-71.1319716,14,0,9.873,28.273,73002,2451240,2
1077,351580051706832,1634816364,1634816368,4,-32.6634750,-71.1313116,14,0,9.870,28.208,73002,2451240,2
1077,351580051706832,1634816367,1634816371,4,-32.6634383,-71.1311333,14,0,9.876,28.207,73002,2451240,2
1077,351580051706832,1634816371,1634816392,21,-32.6632666,-71.1310249,14,0,9.875,28.206,73002,2451240,2
1077,351580051706832,1634816374,1634816392,18,-32.6631316,-71.1310933,14,0,9.869,28.233,73002,2451240,1
1077,351580051706832,1634816379,1634816409,30,-32.6629000,-71.1313816,14,0,9.865,28.259,73002,2451240,1
1077,351580051706832,1634816404,1634816414,10,-32.6612933,-71.1324183,14,0,9.869,28.280,73002,2451240,2
1077,351580051706832,1634816411,1634816419,8,-32.6608983,-71.1328300,14,0,9.872,28.290,73002,2451240,2
1077,351580051706832,1634816423,1634816432,9,-32.6599716,-71.1333116,14,0,9.863,28.287,73002,2451240,2
1077,351580051706832,1634816428,1634816432,4,-32.6595483,-71.1332266,15,0,9.860,28.263,73002,2451240,3
1077,351580051706832,1634816444,1634816451,7,-32.6584266,-71.1327366,15,0,9.860,28.310,73002,2451240,3
1077,351580051706832,1634816457,1634816464,7,-32.6576200,-71.1333066,14,0,9.868,28.254,73002,2451240,3
1077,351580051706832,1634816464,1634816478,14,-32.6573916,-71.1335050,14,0,9.865,28.261,73002,2451240,3
1077,351580051706832,1634816467,1634816478,11,-32.6573266,-71.1336166,14,0,9.863,28.231,73002,2441717,3
1077,351580051706832,1634816470,1634816483,13,-32.6573149,-71.1337750,14,0,9.866,28.186,73002,2441717,3
1077,351580051706832,1634816472,1634816483,11,-32.6573566,-71.1338633,14,0,9.857,28.265,73002,2441717,3
1077,351580051706832,1634816474,1634816483,9,-32.6574450,-71.1339016,14,0,9.859,28.275,73002,2439643,3
1077,351580051706832,1634816476,1634816483,7,-32.6575700,-71.1338883,14,0,9.860,28.257,73002,2439643,3
1077,351580051706832,1634816482,1634816487,5,-32.6580216,-71.1338350,14,0,9.855,28.237,73002,2439643,3
1077,351580051706832,1634816488,1634816493,5,-32.6585016,-71.1339333,14,0,9.858,28.244,73002,2439643,3
1077,351580051706832,1634816495,1634816506,11,-32.6588766,-71.1342400,13,0,9.859,28.270,73002,2439643,4
1077,351580051706832,1634816501,1634816506,5,-32.6592750,-71.1344966,14,0,9.863,28.284,73002,2451243,4
1077,351580051706832,1634816512,1634816526,14,-32.6600899,-71.1347116,13,0,9.863,28.267,73002,2451243,4
1077,351580051706832,1634816515,1634816526,11,-32.6602033,-71.1349283,13,0,9.856,28.242,73002,2451240,4
1077,351580051706832,1634816519,1634816530,11,-32.6601666,-71.1352916,13,0,9.861,28.261,73002,2451240,4
1077,351580051706832,1634816522,1634816530,8,-32.6600483,-71.1355200,13,0,9.852,28.272,73002,2451240,3
1077,351580051706832,1634816523,1634816530,7,-32.6600116,-71.1355683,12,0,9.856,28.209,73002,2451240,3
1077,351580051706832,1634816526,1634816530,4,-32.6598983,-71.1357033,12,0,9.855,28.243,73002,2451240,3
1077,351580051706832,1634816531,1634816536,5,-32.6596500,-71.1360133,13,0,9.856,28.238,73002,2451240,3
1077,351580051706832,1634816549,1634816555,6,-32.6588066,-71.1372716,13,0,9.858,28.254,73002,2451240,3
1077,351580051706832,1634816560,1634816568,8,-32.6585133,-71.1379833,12,0,9.855,28.281,73002,2451240,3
1077,351580051706832,1634816570,1634816573,3,-32.6581366,-71.1387699,13,0,9.852,28.267,73002,2451240,3
1077,351580051706832,1634816574,1634816578,4,-32.6579900,-71.1389583,12,0,9.846,28.266,73002,2451240,3
1077,351580051706832,1634816585,1634816592,7,-32.6575783,-71.1393816,13,0,9.855,28.273,73002,2451240,3
1077,351580051706832,1634816588,1634816592,4,-32.6574650,-71.1393316,13,0,9.852,28.273,73002,2439643,3
1077,351580051706832,1634816595,1634816604,9,-32.6572383,-71.1389983,13,0,9.855,28.240,73002,2439643,3
1077,351580051706832,1634816600,1634816604,4,-32.6571450,-71.1386283,13,0,9.847,28.254,73002,2439643,3
1077,351580051706832,1634816604,1634816608,4,-32.6570916,-71.1383350,13,0,9.858,28.294,73002,2439643,3
1077,351580051706832,1634816616,1634816620,4,-32.6564800,-71.1376350,14,0,9.848,28.281,73002,2439643,4
1077,351580051706832,1634816623,1634816635,12,-32.6559716,-71.1375666,14,0,9.849,28.266,73002,2439643,4
1077,351580051706832,1634816631,1634816650,19,-32.6553350,-71.1374800,14,0,9.850,28.258,73002,2439643,4
1077,351580051706832,1634816640,1634816650,10,-32.6546683,-71.1368983,14,0,9.848,28.235,73002,8226695,4
1077,351580051706832,1634816648,1634816655,7,-32.6543433,-71.1362833,14,0,9.842,28.225,73002,8226695,4
1077,351580051706832,1634816650,1634816655,5,-32.6542833,-71.1361566,14,0,9.846,28.232,73002,8226695,4
1077,351580051706832,1634816652,1634816660,8,-32.6542383,-71.1360600,14,0,9.841,28.234,73002,8226695,4
1077,351580051706832,1634816654,1634816660,6,-32.6542100,-71.1359950,14,0,9.846,28.172,73002,8226695,4
1077,351580051706832,1634816658,1634816665,7,-32.6541716,-71.1359100,14,0,9.848,28.223,73002,8226695,4
1077,351580051706832,1634816659,1634816665,6,-32.6541683,-71.1359000,14,0,9.849,28.165,73002,8226695,4
1077,351580051706832,1634816664,1634816669,5,-32.6541683,-71.1358700,13,0,9.846,28.234,73002,8226695,4
1077,351580051706832,1634816666,1634816669,3,-32.6541516,-71.1358233,14,0,9.846,28.235,73002,8226695,4
1077,351580051706832,1634816669,1634816673,4,-32.6541100,-71.1357050,13,0,9.844,28.231,73002,8226695,4
1077,351580051706832,1634816679,1634816687,8,-32.6539416,-71.1352366,14,0,9.847,28.236,73002,8226695,5
1077,351580051706832,1634816681,1634816687,6,-32.6539183,-71.1351983,14,0,9.844,28.137,73002,8226695,5
1077,351580051706832,1634816682,1634816687,5,-32.6539166,-71.1351900,14,0,9.844,28.260,73002,8226695,4
1077,351580051706832,1634816780,1634816788,8,-32.6539066,-71.1351633,12,0,9.836,28.207,73002,8226695,5
1077,351580051706832,1634816783,1634816788,5,-32.6538433,-71.1350500,12,0,9.839,28.214,73002,8226695,5
1077,351580051706832,1634816786,1634816794,8,-32.6537783,-71.1349199,12,0,9.838,28.208,73002,8226695,5
1077,351580051706832,1634816800,1634816806,6,-32.6532983,-71.1342283,14,0,9.842,28.219,73002,8226695,5
1077,351580051706832,1634816808,1634816812,4,-32.6530500,-71.1337116,14,0,10.057,27.988,73002,8226695,5
1077,351580051706832,1634816809,1634816812,3,-32.6530350,-71.1336833,14,0,10.065,28.041,73002,8226695,5
1077,351580051706832,1634816811,1634816816,5,-32.6530233,-71.1336600,14,0,10.069,28.124,73002,8226695,5
1077,351580051706832,1634816814,1634816820,6,-32.6530066,-71.1336199,14,0,10.073,28.180,73002,8226695,5
1077,351580051706832,1634816821,1634816825,4,-32.6528550,-71.1334216,14,0,10.079,28.181,73002,8226695,5
1077,351580051706832,1634816824,1634816829,5,-32.6527583,-71.1332850,14,0,10.081,28.163,73002,8226695,5
1077,351580051706832,1634816827,1634816834,7,-32.6526616,-71.1330883,14,0,10.090,28.200,73002,8226695,5
1077,351580051706832,1634816843,1634816846,3,-32.6520900,-71.1319566,14,0,10.099,28.180,73002,8226695,4
1077,351580051706832,1634816845,1634816851,6,-32.6520033,-71.1319016,14,0,10.105,28.175,73002,8226695,4
1077,351580051706832,1634816847,1634816851,4,-32.6519166,-71.1319450,14,0,10.107,28.148,73002,8226695,4
1077,351580051706832,1634816849,1634816855,6,-32.6518700,-71.1320583,14,0,10.105,28.180,73002,8226695,4
1077,351580051706832,1634816853,1634816859,6,-32.6518933,-71.1322766,14,0,10.109,28.182,73002,8226695,4
1077,351580051706832,1634816858,1634816864,6,-32.6520266,-71.1327283,14,0,10.112,28.164,73002,8226695,4
1077,351580051706832,1634816879,1634816889,10,-32.6527266,-71.1347633,14,0,10.123,28.187,73002,8226695,4
1077,351580051706832,1634816899,1634816908,9,-32.6532250,-71.1367300,14,0,10.138,28.197,73002,28154,3
1077,351580051706832,1634816921,1634816940,19,-32.6530916,-71.1388866,14,0,10.146,28.222,73002,28154,5
1077,351580051706832,1634816933,1634816944,11,-32.6535033,-71.1400833,14,0,10.155,28.175,73002,2439643,5
1077,351580051706832,1634816947,1634816958,11,-32.6538500,-71.1414099,13,0,10.159,28.195,73002,2451243,5
1077,351580051706832,1634816969,1634816976,7,-32.6545883,-71.1434183,16,0,10.164,28.202,73002,2451240,5
1077,351580051706832,1634816976,1634816981,5,-32.6549266,-71.1439433,16,0,10.169,28.169,73002,2451243,4
1077,351580051706832,1634816981,1634816985,4,-32.6553133,-71.1440033,16,0,10.178,28.189,73002,2451240,4
1077,351580051706832,1634816997,1634817003,6,-32.6565783,-71.1439816,16,0,10.187,28.211,73002,2451240,4
1077,351580051706832,1634817002,1634817008,6,-32.6568183,-71.1443750,15,0,10.185,28.199,73002,2451243,5
1077,351580051706832,1634817016,1634817030,14,-32.6574900,-71.1455616,15,0,10.187,28.209,73002,2451243,5
1077,351580051706832,1634817033,1634817042,9,-32.6581883,-71.1467450,15,0,10.204,28.205,73002,2451242,5
1077,351580051706832,1634817061,1634817067,6,-32.6583066,-71.1489050,15,0,10.203,28.223,73002,2441717,5
1077,351580051706832,1634817086,1634817092,6,-32.6585016,-71.1510933,16,0,10.216,28.215,73002,2441717,5
1077,351580051706832,1634817112,1634817118,6,-32.6586983,-71.1532650,16,0,10.224,28.129,73002,2439643,5
1077,351580051706832,1634817134,1634817142,8,-32.6588866,-71.1554733,16,0,10.233,28.228,73002,2439643,5
1077,351580051706832,1634817144,1634817148,4,-32.6587850,-71.1565000,16,0,10.235,28.219,73002,2439643,5
1077,351580051706832,1634817152,1634817160,8,-32.6583450,-71.1570916,16,0,10.235,28.212,73002,2439643,5
1077,351580051706832,1634817176,1634817185,9,-32.6567983,-71.1581933,16,0,10.246,28.228,73002,2439643,5
1077,351580051706832,1634817200,1634817205,5,-32.6554500,-71.1596883,16,0,10.253,28.217,73002,2439643,5
1077,351580051706832,1634817224,1634817230,6,-32.6541450,-71.1611733,16,0,10.256,28.219,73002,2439643,4
1077,351580051706832,1634817250,1634817255,5,-32.6532150,-71.1629133,16,0,10.270,28.218,73002,2439643,4
1077,351580051706832,1634817271,1634817286,15,-32.6523600,-71.1640233,16,0,10.267,28.197,73002,2451239,4
1077,351580051706832,1634817273,1634817286,13,-32.6523066,-71.1640950,16,0,10.272,28.221,73002,2451239,5
1077,351580051706832,1634817276,1634817286,10,-32.6522500,-71.1641633,15,0,10.271,28.046,73002,2451239,5
1077,351580051706832,1634817279,1634817291,12,-32.6522266,-71.1641999,15,0,10.276,28.149,73002,2451239,5
1077,351580051706832,1634817317,1634817321,4,-32.6522200,-71.1642183,15,0,10.290,28.135,73002,2451242,4
1077,351580051706832,1634817321,1634817326,5,-32.6521649,-71.1643000,15,0,10.281,28.168,73002,2451242,4
1077,351580051706832,1634817327,1634817332,5,-32.6520633,-71.1644866,15,0,10.284,28.182,73002,2451242,4
1077,351580051706832,1634817333,1634817337,4,-32.6518816,-71.1647666,15,0,10.292,28.181,73002,2451242,4
1077,351580051706832,1634817337,1634817342,5,-32.6517300,-71.1650049,15,0,10.292,28.195,73002,2451242,4
1077,351580051706832,1634817346,1634817353,7,-32.6513200,-71.1656150,15,0,10.286,28.142,73002,2451242,4
1077,351580051706832,1634817350,1634817353,3,-32.6510566,-71.1658900,14,0,10.293,28.187,73002,2451242,4
1077,351580051706832,1634817352,1634817358,6,-32.6509033,-71.1660566,14,0,10.289,28.184,73002,2451242,4
1077,351580051706832,1634817359,1634817363,4,-32.6504300,-71.1666950,14,0,10.294,28.178,73002,2451242,4
1077,351580051706832,1634817360,1634817363,3,-32.6502816,-71.1669633,14,0,10.289,28.197,73002,2451242,4
1077,351580051706832,1634817363,1634817367,4,-32.6501400,-71.1672633,14,0,10.291,28.200,73002,2451242,4
1077,351580051706832,1634817366,1634817372,6,-32.6499000,-71.1677483,14,0,10.288,28.162,73002,2451242,4
1077,351580051706832,1634817372,1634817388,16,-32.6493966,-71.1688150,16,0,10.287,28.172,73002,2451242,4
1077,351580051706832,1634817378,1634817392,14,-32.6488233,-71.1699766,16,0,10.295,28.198,73002,2441717,4
1077,351580051706832,1634817388,1634817392,4,-32.6478433,-71.1719633,15,0,10.296,28.175,73002,2441717,4
1077,351580051706832,1634817398,1634817409,11,-32.6468700,-71.1739500,15,0,10.298,28.204,73002,2441717,2
1077,351580051706832,1634817407,1634817414,7,-32.6462283,-71.1761016,16,0,10.295,28.213,73002,2441717,2
1077,351580051706832,1634817417,1634817425,8,-32.6462700,-71.1783833,16,0,10.298,28.239,73002,2439643,2
1077,351580051706832,1634817427,1634817430,3,-32.6466250,-71.1806416,16,0,10.302,28.237,73002,2439643,4
1077,351580051706832,1634817437,1634817443,6,-32.6469733,-71.1828983,16,0,10.307,28.218,73002,2439643,4
1077,351580051706832,1634817447,1634817455,8,-32.6473250,-71.1851666,16,0,10.309,28.242,73002,2439645,4
1077,351580051706832,1634817457,1634817466,9,-32.6476716,-71.1874100,16,0,10.310,28.235,73002,2441719,5
1077,351580051706832,1634817467,1634817471,4,-32.6483950,-71.1894966,16,0,10.306,28.235,73002,2441719,5
1077,351580051706832,1634817478,1634817484,6,-32.6497666,-71.1911083,16,0,10.317,28.226,73002,2441719,5
1077,351580051706832,1634817488,1634817498,10,-32.6512400,-71.1925900,16,0,10.316,28.228,73002,2441719,5
1077,351580051706832,1634817498,1634817503,5,-32.6527083,-71.1940833,16,0,10.316,28.215,73002,2441719,5
1077,351580051706832,1634817507,1634817515,8,-32.6541733,-71.1955733,16,0,10.323,28.207,73002,2441719,5
1077,351580051706832,1634817517,1634817527,10,-32.6556416,-71.1970766,16,0,10.316,28.218,73002,2441719,5
1077,351580051706832,1634817527,1634817532,5,-32.6571133,-71.1985633,16,0,10.320,28.239,73002,2441719,5
1077,351580051706832,1634817537,1634817545,8,-32.6586266,-71.1999800,16,0,10.320,28.249,73002,2441719,5
1077,351580051706832,1634817547,1634817558,11,-32.6604383,-71.2007116,16,0,10.319,28.240,73002,2441719,5
1077,351580051706832,1634817557,1634817562,5,-32.6623783,-71.2006316,15,0,10.325,28.261,73002,2439645,5
1077,351580051706832,1634817567,1634817577,10,-32.6643150,-71.2003866,15,0,10.319,28.247,73002,2439645,5
1077,351580051706832,1634817577,1634817582,5,-32.6662433,-71.2001733,15,0,10.318,28.258,73002,2439645,4
1077,351580051706832,1634817587,1634817597,10,-32.6680800,-71.2007716,15,0,10.321,28.262,73002,2439645,4
1077,351580051706832,1634817598,1634817604,6,-32.6694150,-71.2024366,16,0,10.327,28.230,73002,2441719,3
1077,351580051706832,1634817608,1634817615,7,-32.6699849,-71.2046400,16,0,10.333,28.264,73002,2459481,3
1077,351580051706832,1634817618,1634817628,10,-32.6704833,-71.2068616,16,0,10.334,28.223,73002,2459481,3
1077,351580051706832,1634817627,1634817636,9,-32.6709133,-71.2088183,16,0,10.330,28.221,73002,2459481,3
1077,351580051706832,1634817630,1634817642,12,-32.6710816,-71.2095866,16,0,10.329,28.224,73002,2459481,3
1077,351580051706832,1634817634,1634817642,8,-32.6711966,-71.2101066,16,0,10.330,28.184,73002,2459478,4
1077,351580051706832,1634817636,1634817642,6,-32.6712933,-71.2105516,16,0,10.336,28.218,73002,2459478,4
1077,351580051706832,1634817638,1634817642,4,-32.6713516,-71.2108116,16,0,10.337,28.229,73002,2459478,4
1077,351580051706832,1634817643,1634817649,6,-32.6714866,-71.2114216,17,0,10.331,28.223,73002,2459477,4
1077,351580051706832,1634817646,1634817654,8,-32.6715583,-71.2117516,17,0,10.332,28.259,73002,2459477,4
1077,351580051706832,1634817648,1634817654,6,-32.6716000,-71.2119316,17,0,10.332,28.181,73002,2459480,4
1077,351580051706832,1634817651,1634817658,7,-32.6716516,-71.2121500,17,0,10.336,27.986,73002,2459480,4
1077,351580051706832,1634817654,1634817658,4,-32.6717250,-71.2123050,17,0,10.338,28.233,73002,2459480,4
1077,351580051706832,1634817661,1634817670,9,-32.6720650,-71.2124983,17,0,10.337,28.265,73002,2459480,4
1077,351580051706832,1634817668,1634817674,6,-32.6724716,-71.2127350,17,0,10.340,28.267,73002,2459480,4
1077,351580051706832,1634817694,1634817700,6,-32.6742666,-71.2123183,17,0,10.345,28.284,73002,2459480,5
1077,351580051706832,1634817719,1634817725,6,-32.6760350,-71.2119133,17,0,10.342,28.223,73002,2459480,4
1077,351580051706832,1634817745,1634817750,5,-32.6778199,-71.2114916,17,0,10.340,28.249,73002,2459480,5
1077,351580051706832,1634817770,1634817775,5,-32.6796066,-71.2110916,17,0,10.342,28.185,73002,2459480,5
1077,351580051706832,1634817784,1634817793,9,-32.6805600,-71.2107800,17,0,10.346,28.254,73002,2459477,5
1077,351580051706832,1634817799,1634817806,7,-32.6814533,-71.2103633,17,0,10.349,28.192,73002,2459477,5
1077,351580051706832,1634817806,1634817810,4,-32.6819166,-71.2102400,17,0,10.347,28.237,73002,2459477,5
1077,351580051706832,1634817807,1634817810,3,-32.6819650,-71.2102266,17,0,10.349,28.076,73002,2459477,5
1077,351580051706832,1634817808,1634817815,7,-32.6820033,-71.2102200,17,0,10.348,28.138,73002,2459477,5
1077,351580051706832,1634817809,1634817815,6,-32.6820300,-71.2102150,16,0,10.354,28.193,73002,2459477,5
1077,351580051706832,1634817811,1634817815,4,-32.6820466,-71.2102133,17,0,10.342,28.086,73002,2459477,5
1077,351580051706832,1634817814,1634817818,4,-32.6820600,-71.2102166,17,0,10.351,28.199,73002,2459477,4
1077,351580051706832,1634817816,1634817818,2,-32.6821050,-71.2102316,17,0,10.352,28.209,73002,2459477,4
1077,351580051706832,1634817818,1634817822,4,-32.6821683,-71.2102983,17,0,10.342,28.232,73002,2459477,4
